,Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Date of Report,Time of Report,Occurrence Year,Age Group
235,236,,,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,1,07-04-2020 02:00,,,,Teen
236,237,,,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,0,Ongoing,,,,Young Adult
237,238,,,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,0,Ongoing,,,,Young Adult
238,239,,,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,0,Ongoing,,,,Senior
239,240,,,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,0,Ongoing,,,,Adult
240,241,,,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,0,Ongoing,,,,Young Adult
241,242,,,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,1,12-02-2020 08:00,,,,Adult
242,243,,,Pune,512,FRAUD,48,F,Knife,Other Crime,4,1,06-04-2020 01:00,,,,Adult
243,244,,,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,1,21-08-2020 22:00,,,,Teen
244,245,,,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,1,27-06-2020 00:00,,,,Adult
245,246,,,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,0,Ongoing,,,,Senior
246,247,,,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,1,24-03-2020 11:00,,,,Adult
247,248,,,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,1,28-02-2020 03:00,,,,Senior
248,249,,,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,1,26-03-2020 23:00,,,,Senior
249,250,,,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,1,23-01-2020 22:00,,,,Child
250,251,,,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,0,Ongoing,,,,Adult
251,252,,,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,1,31-03-2020 05:00,,,,Senior
252,253,,,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,1,06-02-2020 03:00,,,,Child
253,254,,,Nashik,123,ILLEGAL POSSESSION,39,M,None,Other Crime,3,1,20-01-2020 18:00,,,,Adult
254,255,,,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,0,Ongoing,,,,Senior
255,256,,,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,1,20-01-2020 17:00,,,,Senior
256,257,,,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,1,10-02-2020 13:00,,,,Adult
257,258,,,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,0,Ongoing,,,,Young Adult
258,259,,,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,1,02-04-2020 22:00,,,,Young Adult
259,260,,,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,0,Ongoing,,,,Adult
260,261,,,Chennai,542,BURGLARY,11,F,None,Other Crime,7,1,28-05-2020 20:00,,,,Child
261,262,,,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,1,06-02-2020 22:00,,,,Adult
262,263,,,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,0,Ongoing,,,,Adult
263,264,,,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,1,18-12-2020 22:00,,,,Senior
264,265,,,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,1,21-02-2020 17:00,,,,Senior
265,266,,,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,0,Ongoing,,,,Teen
266,267,,,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,0,Ongoing,,,,Senior
267,268,,,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,1,24-01-2020 10:00,,,,Teen
268,269,,,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,0,Ongoing,,,,Senior
269,270,,,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,1,28-02-2020 00:00,,,,Adult
270,271,,,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,0,Ongoing,,,,Adult
271,272,,,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,1,06-02-2020 20:00,,,,Adult
272,273,,,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,0,Ongoing,,,,Adult
273,274,,,Bangalore,515,VEHICLE - STOLEN,56,F,None,Violent Crime,6,0,Ongoing,,,,Adult
274,275,,,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,0,Ongoing,,,,Senior
275,276,,,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,0,Ongoing,,,,Young Adult
276,277,,,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,0,Ongoing,,,,Child
277,278,,,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,0,Ongoing,,,,Adult
278,279,,,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,1,30-01-2020 09:00,,,,Adult
279,280,,,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,1,07-04-2020 05:00,,,,Adult
280,281,,,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,0,Ongoing,,,,Child
281,282,,,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,1,14-03-2020 12:00,,,,Senior
282,283,,,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,0,Ongoing,,,,Adult
283,284,,,Mumbai,481,ARSON,55,F,None,Fire Accident,5,1,28-03-2020 19:00,,,,Adult
284,285,,,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,0,Ongoing,,,,Senior
285,286,,,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,1,25-03-2020 04:00,,,,Adult
286,287,,,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,1,01-02-2020 00:00,,,,Child
287,288,,,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,1,29-03-2020 15:00,,,,Young Adult
288,289,,,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,1,25-01-2020 08:00,,,,Young Adult
289,290,,,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,0,Ongoing,,,,Young Adult
290,291,,,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,0,Ongoing,,,,Senior
291,292,,,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,0,Ongoing,,,,Young Adult
292,293,,,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,0,Ongoing,,,,Adult
293,294,,,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,1,07-02-2020 17:00,,,,Adult
294,295,,,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,1,07-03-2020 15:00,,,,Adult
295,296,,,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,1,25-01-2020 17:00,,,,Senior
296,297,,,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,0,Ongoing,,,,Adult
297,298,,,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,1,26-01-2020 06:00,,,,Young Adult
298,299,,,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,0,Ongoing,,,,Adult
299,300,,,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,1,05-04-2020 07:00,,,,Adult
300,301,,,Jaipur,390,IDENTITY THEFT,64,M,None,Violent Crime,6,0,Ongoing,,,,Senior
301,302,,,Chennai,206,ARSON,59,F,None,Fire Accident,12,1,09-04-2020 01:00,,,,Adult
302,303,,,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,0,Ongoing,,,,Child
303,304,,,Kalyan,139,PUBLIC INTOXICATION,30,F,None,Other Crime,11,1,17-01-2020 00:00,,,,Young Adult
304,305,,,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,1,21-01-2020 22:00,,,,Teen
305,306,,,Faridabad,431,FIREARM OFFENSE,27,M,Poison,Fire Accident,19,0,Ongoing,,,,Young Adult
306,307,,,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,1,15-01-2020 01:00,,,,Adult
307,308,,,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,0,Ongoing,,,,Senior
308,309,,,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,1,10-07-2021 12:00,,,,Young Adult
309,310,,,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,1,30-01-2020 17:00,,,,Young Adult
310,311,,,Delhi,395,DRUG OFFENSE,29,F,None,Other Crime,6,1,04-04-2020 17:00,,,,Young Adult
311,312,,,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,0,Ongoing,,,,Young Adult
312,313,,,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,0,Ongoing,,,,Adult
313,314,,,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,0,Ongoing,,,,Teen
314,315,,,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,1,24-04-2020 04:00,,,,Adult
315,316,,,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,1,01-07-2020 20:00,,,,Adult
316,317,,,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,1,23-01-2020 13:00,,,,Adult
317,318,,,Nashik,106,COUNTERFEITING,67,M,None,Other Crime,5,0,Ongoing,,,,Senior
318,319,,,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,0,Ongoing,,,,Senior
319,320,,,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,0,Ongoing,,,,Adult
320,321,,,Pune,446,FRAUD,45,M,Poison,Other Crime,7,0,Ongoing,,,,Adult
321,322,,,Kolkata,503,TRAFFIC VIOLATION,62,M,None,Traffic Fatality,18,1,28-01-2020 16:00,,,,Senior
322,323,,,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,0,Ongoing,,,,Senior
323,324,,,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,0,Ongoing,,,,Senior
324,325,,,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,1,31-01-2020 07:00,,,,Senior
325,326,,,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,0,Ongoing,,,,Adult
326,327,,,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,0,Ongoing,,,,Adult
327,328,,,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,0,Ongoing,,,,Senior
328,329,,,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,0,Ongoing,,,,Senior
329,330,,,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,1,23-02-2020 16:00,,,,Adult
330,331,,,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,1,25-03-2020 00:00,,,,Teen
331,332,,,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,1,10-02-2020 16:00,,,,Adult
332,333,,,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,1,12-03-2020 07:00,,,,Senior
333,334,,,Hyderabad,225,VANDALISM,42,M,None,Other Crime,8,0,Ongoing,,,,Adult
334,335,,,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,0,Ongoing,,,,Senior
335,336,,,Ahmedabad,359,SHOPLIFTING,40,F,None,Other Crime,5,1,12-02-2020 02:00,,,,Adult
336,337,,,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,0,Ongoing,,,,Adult
337,338,,,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,1,31-08-2020 22:00,,,,Young Adult
338,339,,,Kanpur,419,DOMESTIC VIOLENCE,64,F,None,Violent Crime,6,1,16-03-2020 06:00,,,,Senior
339,340,,,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,1,07-02-2020 20:00,,,,Adult
340,341,,,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,1,13-07-2020 08:00,,,,Teen
341,342,,,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,0,Ongoing,,,,Young Adult
342,343,,,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,1,30-03-2020 23:00,,,,Adult
343,344,,,Ghaziabad,559,ASSAULT,48,F,None,Violent Crime,3,1,12-04-2020 06:00,,,,Adult
344,345,,,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,0,Ongoing,,,,Adult
345,346,,,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,0,Ongoing,,,,Child
346,347,,,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,0,Ongoing,,,,Senior
347,348,,,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,1,13-02-2020 06:00,,,,Adult
348,349,,,Lucknow,343,TRAFFIC VIOLATION,17,F,None,Traffic Fatality,19,0,Ongoing,,,,Teen
349,350,,,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,1,09-02-2020 10:00,,,,Adult
350,351,,,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,0,Ongoing,,,,Senior
351,352,,,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,1,25-02-2020 19:00,,,,Adult
352,353,,,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,1,07-03-2020 09:00,,,,Senior
353,354,,,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,1,20-03-2020 12:00,,,,Senior
354,355,,,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,0,Ongoing,,,,Adult
355,356,,,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,0,Ongoing,,,,Young Adult
356,357,,,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,11,0,Ongoing,,,,Adult
357,358,,,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,0,Ongoing,,,,Child
358,359,,,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,1,04-03-2020 20:00,,,,Young Adult
359,360,,,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,1,12-04-2020 03:00,,,,Teen
360,361,,,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,Other Crime,9,0,Ongoing,,,,Teen
361,362,,,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,1,04-02-2020 17:00,,,,Young Adult
362,363,,,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,0,Ongoing,,,,Adult
363,364,,,Nagpur,583,KIDNAPPING,11,F,None,Other Crime,16,0,Ongoing,,,,Child
364,365,,,Jaipur,417,IDENTITY THEFT,43,F,None,Violent Crime,15,0,Ongoing,,,,Adult
365,366,,,Nagpur,512,FRAUD,69,M,None,Other Crime,14,0,Ongoing,,,,Senior
366,367,,,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,Other Crime,13,0,Ongoing,,,,Adult
367,368,,,Chennai,392,KIDNAPPING,31,M,None,Other Crime,15,0,Ongoing,,,,Young Adult
368,369,,,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,0,Ongoing,,,,Adult
369,370,,,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,1,29-03-2020 04:00,,,,Young Adult
370,371,,,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,0,Ongoing,,,,Senior
371,372,,,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,0,Ongoing,,,,Adult
372,373,,,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,0,Ongoing,,,,Young Adult
373,374,,,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,1,25-02-2020 08:00,,,,Adult
374,375,,,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,0,Ongoing,,,,Young Adult
375,376,,,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,1,31-03-2020 11:00,,,,Young Adult
376,377,,,Indore,432,BURGLARY,44,M,Blunt Object,Other Crime,18,1,15-04-2020 23:00,,,,Adult
377,378,,,Mumbai,103,BURGLARY,27,F,None,Other Crime,12,1,11-06-2020 19:00,,,,Young Adult
378,379,,,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,0,Ongoing,,,,Teen
379,380,,,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,1,11-04-2020 00:00,,,,Adult
380,381,,,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,1,12-02-2020 04:00,,,,Senior
381,382,,,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,1,01-04-2020 10:00,,,,Senior
382,383,,,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,0,Ongoing,,,,Adult
383,384,,,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,0,Ongoing,,,,Senior
384,385,,,Pune,203,COUNTERFEITING,57,M,Poison,Other Crime,9,0,Ongoing,,,,Adult
385,386,,,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,0,Ongoing,,,,Adult
386,387,,,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,0,Ongoing,,,,Teen
387,388,,,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,1,24-01-2020 16:00,,,,Adult
388,389,,,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,1,09-04-2020 20:00,,,,Senior
389,390,,,Nagpur,243,COUNTERFEITING,19,M,Explosives,Other Crime,12,0,Ongoing,,,,Teen
390,391,,,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,0,Ongoing,,,,Adult
391,392,,,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,1,10-03-2020 12:00,,,,Adult
392,393,,,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,Violent Crime,10,0,Ongoing,,,,Adult
393,394,,,Mumbai,524,CYBERCRIME,56,M,Other,Other Crime,9,0,Ongoing,,,,Adult
394,395,,,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,4,0,Ongoing,,,,Senior
395,396,,,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,8,0,Ongoing,,,,Young Adult
396,397,,,Chennai,248,BURGLARY,69,M,Explosives,Other Crime,7,0,Ongoing,,,,Senior
397,398,,,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,1,27-02-2020 15:00,,,,Senior
398,399,,,Kanpur,378,COUNTERFEITING,19,F,Explosives,Other Crime,1,0,Ongoing,,,,Teen
399,400,,,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,19,0,Ongoing,,,,Senior
400,401,,,Meerut,567,DRUG OFFENSE,66,F,Knife,Other Crime,3,0,Ongoing,,,,Senior
401,402,,,Agra,169,BURGLARY,36,F,None,Other Crime,12,1,29-04-2020 05:00,,,,Adult
402,403,,,Kolkata,505,COUNTERFEITING,52,M,Other,Other Crime,15,0,Ongoing,,,,Adult
403,404,,,Varanasi,280,IDENTITY THEFT,77,F,Explosives,Violent Crime,6,0,Ongoing,,,,Senior
404,405,,,Pune,456,IDENTITY THEFT,38,F,None,Violent Crime,9,1,31-03-2020 10:00,,,,Adult
405,406,,,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,1,25-03-2020 01:00,,,,Teen
406,407,,,Hyderabad,305,EXTORTION,69,M,Other,Other Crime,1,0,Ongoing,,,,Senior
407,408,,,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,1,14-04-2020 17:00,,,,Adult
408,409,,,Kanpur,219,PUBLIC INTOXICATION,72,M,Explosives,Other Crime,18,0,Ongoing,,,,Senior
409,410,,,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,1,13-04-2020 09:00,,,,Adult
410,411,,,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,7,1,08-03-2020 01:00,,,,Young Adult
411,412,,,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,17,1,28-03-2020 14:00,,,,Adult
412,413,,,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,1,19-02-2020 02:00,,,,Adult
413,414,,,Delhi,267,FRAUD,30,F,None,Other Crime,14,0,Ongoing,,,,Young Adult
414,415,,,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,1,31-03-2020 09:00,,,,Adult
415,416,,,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,10,0,Ongoing,,,,Young Adult
416,417,,,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,1,15-04-2020 09:00,,,,Adult
417,418,,,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,1,16-07-2020 02:00,,,,Adult
418,419,,,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,Violent Crime,16,1,21-03-2020 17:00,,,,Adult
419,420,,,Jaipur,205,ROBBERY,12,F,None,Violent Crime,17,1,16-03-2020 20:00,,,,Child
420,421,,,Ghaziabad,142,SEXUAL ASSAULT,66,F,None,Violent Crime,15,0,Ongoing,,,,Senior
421,422,,,Chennai,367,BURGLARY,33,F,Other,Other Crime,1,0,Ongoing,,,,Young Adult
422,423,,,Hyderabad,163,KIDNAPPING,28,M,None,Other Crime,9,1,06-04-2020 21:00,,,,Young Adult
423,424,,,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,Traffic Fatality,19,0,Ongoing,,,,Adult
424,425,,,Lucknow,539,ILLEGAL POSSESSION,45,M,None,Other Crime,9,1,16-03-2020 03:00,,,,Adult
425,426,,,Kolkata,176,CYBERCRIME,73,F,Blunt Object,Other Crime,16,0,Ongoing,,,,Senior
426,427,,,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,1,08-04-2020 11:00,,,,Young Adult
427,428,,,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,1,23-03-2020 00:00,,,,Young Adult
428,429,,,Hyderabad,557,ILLEGAL POSSESSION,16,M,Other,Other Crime,2,0,Ongoing,,,,Teen
429,430,,,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,1,17-03-2020 18:00,,,,Adult
430,431,,,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,1,04-02-2020 22:00,,,,Teen
431,432,,,Mumbai,456,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,8,0,Ongoing,,,,Senior
432,433,,,Kalyan,467,BURGLARY,61,M,Explosives,Other Crime,14,0,Ongoing,,,,Senior
433,434,,,Jaipur,598,SEXUAL ASSAULT,45,M,Poison,Violent Crime,4,0,Ongoing,,,,Adult
434,435,,,Jaipur,368,FRAUD,13,F,Poison,Other Crime,18,1,12-02-2020 09:00,,,,Teen
435,436,,,Delhi,523,BURGLARY,53,F,Knife,Other Crime,7,1,02-06-2020 17:00,,,,Adult
436,437,,,Surat,319,ROBBERY,17,M,None,Violent Crime,6,0,Ongoing,,,,Teen
437,438,,,Delhi,300,PUBLIC INTOXICATION,18,F,Other,Other Crime,10,1,29-01-2020 17:00,,,,Teen
438,439,,,Delhi,298,BURGLARY,18,F,None,Other Crime,4,0,Ongoing,,,,Teen
439,440,,,Meerut,217,DRUG OFFENSE,79,F,Firearm,Other Crime,10,1,05-04-2020 03:00,,,,Senior
440,441,,,Mumbai,357,VANDALISM,28,M,Blunt Object,Other Crime,8,0,Ongoing,,,,Young Adult
441,442,,,Delhi,196,FIREARM OFFENSE,79,F,None,Fire Accident,1,0,Ongoing,,,,Senior
442,443,,,Jaipur,588,SEXUAL ASSAULT,78,F,None,Violent Crime,19,1,25-08-2021 17:00,,,,Senior
443,444,,,Nagpur,502,VEHICLE - STOLEN,22,F,Blunt Object,Violent Crime,12,0,Ongoing,,,,Young Adult
444,445,,,Hyderabad,242,ILLEGAL POSSESSION,31,F,None,Other Crime,6,1,09-03-2020 05:00,,,,Young Adult
445,446,,,Rajkot,556,SEXUAL ASSAULT,54,M,None,Violent Crime,6,0,Ongoing,,,,Adult
446,447,,,Surat,567,KIDNAPPING,35,F,Other,Other Crime,4,1,06-02-2020 00:00,,,,Young Adult
447,448,,,Chennai,571,VEHICLE - STOLEN,64,F,None,Violent Crime,16,1,12-03-2020 04:00,,,,Senior
448,449,,,Pune,253,COUNTERFEITING,30,F,Explosives,Other Crime,15,1,18-03-2020 17:00,,,,Young Adult
449,450,,,Delhi,117,SEXUAL ASSAULT,69,M,None,Violent Crime,13,0,Ongoing,,,,Senior
450,451,,,Delhi,118,IDENTITY THEFT,42,F,Poison,Violent Crime,16,0,Ongoing,,,,Adult
451,452,,,Bhopal,551,FIREARM OFFENSE,68,M,Firearm,Fire Accident,11,1,26-02-2020 12:00,,,,Senior
452,453,,,Kolkata,388,ROBBERY,55,F,None,Violent Crime,3,1,08-03-2020 13:00,,,,Adult
453,454,,,Mumbai,192,CYBERCRIME,70,F,Knife,Other Crime,13,1,06-02-2020 09:00,,,,Senior
454,455,,,Hyderabad,292,CYBERCRIME,68,F,Poison,Other Crime,14,1,14-03-2020 07:00,,,,Senior
455,456,,,Jaipur,569,BURGLARY,56,F,Blunt Object,Other Crime,7,0,Ongoing,,,,Adult
456,457,,,Pune,421,VANDALISM,62,M,Knife,Other Crime,18,1,24-03-2020 23:00,,,,Senior
457,458,,,Mumbai,283,ARSON,62,M,Poison,Fire Accident,6,1,02-02-2020 00:00,,,,Senior
458,459,,,Pune,398,CYBERCRIME,44,F,Poison,Other Crime,19,0,Ongoing,,,,Adult
459,460,,,Surat,284,COUNTERFEITING,58,M,Blunt Object,Other Crime,7,1,30-01-2020 09:00,,,,Adult
460,461,,,Kolkata,281,FRAUD,27,M,Blunt Object,Other Crime,19,0,Ongoing,,,,Young Adult
461,462,,,Kolkata,561,SHOPLIFTING,73,F,Blunt Object,Other Crime,18,0,Ongoing,,,,Senior
462,463,,,Visakhapatnam,441,COUNTERFEITING,54,M,Blunt Object,Other Crime,5,1,14-03-2020 19:00,,,,Adult
463,464,,,Pune,161,DOMESTIC VIOLENCE,59,F,Explosives,Violent Crime,17,1,10-03-2020 22:00,,,,Adult
464,465,,,Delhi,154,FRAUD,27,F,None,Other Crime,10,1,08-04-2020 00:00,,,,Young Adult
465,466,,,Indore,518,ARSON,53,F,Other,Fire Accident,1,1,11-03-2020 18:00,,,,Adult
466,467,,,Chennai,208,FRAUD,39,M,Knife,Other Crime,13,1,27-03-2020 12:00,,,,Adult
467,468,,,Delhi,354,DRUG OFFENSE,67,F,Blunt Object,Other Crime,12,1,31-03-2020 05:00,,,,Senior
468,469,,,Patna,471,ARSON,74,F,Knife,Fire Accident,1,1,31-01-2020 05:00,,,,Senior
469,470,,,Ghaziabad,576,TRAFFIC VIOLATION,72,F,Other,Traffic Fatality,15,0,Ongoing,,,,Senior
470,471,,,Pune,462,COUNTERFEITING,58,M,None,Other Crime,16,0,Ongoing,,,,Adult
471,472,,,Kanpur,594,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,14,0,Ongoing,,,,Senior
